anime,anime_url,anime_img,episodes,votes,weight,rate,rate_1,rate_2,rate_3,rate_4,rate_5,genre_action,genre_adventure,genre_comedy,genre_drama,genre_family,genre_fantasy,genre_food,genre_harem,genre_historical,genre_horror,genre_idols,genre_isekai,genre_jdrama,genre_magical girls,genre_martial arts,genre_mecha,genre_music,genre_mystery,genre_post-apocalyptic,genre_romance,genre_sci-fi,genre_seinen,genre_sgdrama,genre_shojo,genre_shonen,genre_slice of life,genre_sports,genre_supernatural,genre_thriller,MAL_ID,Score,Genre,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
Wagamama High Spec,https://www.crunchyroll.com/wagamama-high-spec,https://img1.ak.crunchyroll.com/i/spire2/0e1f695c5f3d9629d4b6b4b2cf93729f1460330137_full.jpg,12,16,42,2.62,3,4,5,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31439,5.41,"Comedy, School",Wagamama High Spec,ワガママハイスペック,TV,12,"Apr 12, 2016 to Jun 28, 2016",Spring 2016,Hobi Animation,Unknown,AXsiZ,Visual novel,3 min. per ep.,PG-13 - Teens 13 or older,9900.0,2979,29915,39,2014,15302,769,2919,8911,356.0,219.0,703.0,1745.0,2825.0,3105.0,1553.0,922.0,560.0,409.0
Tiger Mask W,https://www.crunchyroll.com/tiger-mask-w,https://img1.ak.crunchyroll.com/i/spire1/22034f45c0f40a0a1788fae815711a331475267038_full.jpg,38,15,70,4.67,0,0,0,5,10,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,32881,6.98,"Action, Sports, Drama, Shounen",Tiger Mask W,タイガーマスクW,TV,38,"Oct 2, 2016 to Jul 2, 2017",Fall 2016,TV Asahi,Unknown,Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3699.0,3780,18478,62,2500,5928,1460,3862,4728,412.0,526.0,1277.0,1788.0,1277.0,751.0,433.0,201.0,117.0,102.0
Donyatsu,https://www.crunchyroll.com/donyatsu,https://img1.ak.crunchyroll.com/i/spire4/8f62e2477b04c56c1d8a0bcf2eddc1ba1425084853_full.jpg,12,15,65,4.33,1,1,0,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18755,5.97,"Comedy, Sci-Fi, Seinen",Unknown,どーにゃつ,Movie,12,"Jun 1, 2013 to Dec 20, 2013",Unknown,Unknown,Unknown,Gathering,Manga,2 min. per ep.,G - All Ages,8339.0,7042,4090,9,186,2441,184,206,1073,138.0,60.0,163.0,340.0,495.0,397.0,167.0,91.0,68.0,46.0
Tribe Cool Crew,https://www.crunchyroll.com/tribe-cool-crew,https://img1.ak.crunchyroll.com/i/spire1/138123a3f2f99a62701bf79a7b2e17f41411849923_full.jpg,50,15,64,4.27,1,0,1,5,8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,26453,6.91,"Music, School",Unknown,トライブクルクル,TV,50,"Sep 28, 2014 to Oct 4, 2015",Fall 2014,"Avex Entertainment, Bandai, Nagoya Broadcasting Network",Sentai Filmworks,"Sunrise, Bandai Namco Pictures",Original,20 min. per ep.,PG - Children,3977.0,6828,4386,32,509,1269,447,1176,985,113.0,114.0,273.0,364.0,280.0,206.0,132.0,67.0,49.0,48.0
Fullmetal Alchemist: The Conqueror of Shamballa,https://www.crunchyroll.com/fullmetal-alchemist-the-conqueror-of-shamballa,https://img1.ak.crunchyroll.com/i/spire3/a3508283e4fe7ad3c7659b052654490e1478092816_full.jpg,1,15,54,3.6,3,1,1,4,6,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,430,7.57,"Military, Comedy, Historical, Drama, Fantasy, Shounen",Fullmetal Alchemist:The Movie - Conqueror of Shamballa,劇場版 鋼の錬金術師 シャンバラを征く者,Movie,1,"Jul 23, 2005",Unknown,"Aniplex, Square Enix, Shochiku, Mainichi Broadcasting System",Funimation,Bones,Manga,1 hr. 45 min.,PG-13 - Teens 13 or older,1361.0,506,279946,704,2361,245283,1253,776,30273,19794.0,31112.0,47730.0,44941.0,20077.0,8777.0,4298.0,1555.0,812.0,490.0
Yatogame-chan Kansatsu Nikki,https://www.crunchyroll.com/yatogame-chan-kansatsu-nikki,https://img1.ak.crunchyroll.com/i/spire2/ee684355f8eebb17e3dae6ade27934621554708530_full.jpg,23,15,48,3.2,2,2,5,3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,37940,6.21,"Slice of Life, Comedy, School, Shounen",Unknown,八十亀ちゃんかんさつにっき,TV,12,"Apr 4, 2019 to Jun 20, 2019",Spring 2019,Cloud22,Unknown,"Creators in Pack, Saetta",4-koma manga,3 min. per ep.,PG-13 - Teens 13 or older,7291.0,3441,22587,7,1719,12256,510,1883,6219,281.0,275.0,947.0,2602.0,3038.0,1840.0,636.0,274.0,130.0,87.0
Tesagure! Bukatsumono,https://www.crunchyroll.com/tesagure-bukatsumono,https://img1.ak.crunchyroll.com/i/spire3/4ad64d902f920bef0d30d6d4496760b21428175588_full.jpg,36,14,54,3.86,2,0,2,4,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19919,6.75,"Parody, School, Slice of Life",Unknown,てさぐれ！部活もの,TV,12,"Oct 6, 2013 to Dec 29, 2013",Fall 2013,"VAP, Nippon Television Network, Bouncy, Just Production, JP Room",Unknown,Yaoyorozu,Original,11 min. per ep.,PG-13 - Teens 13 or older,4668.0,4805,10574,51,650,2723,476,741,5984,156.0,189.0,475.0,580.0,428.0,276.0,170.0,91.0,52.0,54.0
Cardfight!! Vanguard G,https://www.crunchyroll.com/cardfight-vanguard-g,https://img1.ak.crunchyroll.com/i/spire4/e3dd2d16dbb79f47aede6a4ea43cf2431507655985_full.jpg,0,14,48,3.43,3,1,3,1,6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27815,6.52,"Action, Game, Shounen",Cardfight!! Vanguard G,カードファイト!! ヴァンガードG,TV,48,"Oct 26, 2014 to Oct 4, 2015",Fall 2014,"TV Tokyo, Dentsu, Sotsu, Bushiroad",Unknown,TMS Entertainment,Card game,24 min. per ep.,PG-13 - Teens 13 or older,5771.0,4615,11747,36,867,7147,502,918,2313,310.0,329.0,742.0,1577.0,1341.0,795.0,322.0,142.0,101.0,67.0
Deltora Quest,https://www.crunchyroll.com/deltora-quest,https://img1.ak.crunchyroll.com/i/spire2/191f2fcf9647e189a22f88b3fc8994911448320338_full.jpg,0,13,58,4.46,1,0,0,3,9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1826,7.04,"Adventure, Kids, Fantasy",Deltora Quest,デルトラクエスト,TV,65,"Jan 6, 2007 to Mar 29, 2008",Winter 2007,"Geneon Universal Entertainment, Dentsu, Genco, Kodansha, Half H.P Studio",Flatiron Film Company,OLM,Book,25 min. per ep.,PG-13 - Teens 13 or older,3483.0,3445,22531,139,1566,10355,1680,1711,7219,748.0,819.0,1663.0,2731.0,1633.0,1059.0,365.0,143.0,75.0,55.0
World Fool News,https://www.crunchyroll.com/world-fool-news,https://img1.ak.crunchyroll.com/i/spire2/4f788a99f291cb250e52b9da609374d01493158729_full.jpg,12,13,47,3.62,1,2,2,4,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24437,5.55,"Comedy, Slice of Life",Unknown,ワールド フールニュース,ONA,6,"Apr 1, 2013 to May 6, 2013",Unknown,CoMix Wave Films,Unknown,Unknown,Unknown,5 min. per ep.,G - All Ages,9569.0,11449,664,0,37,340,14,75,198,6.0,5.0,13.0,46.0,54.0,70.0,31.0,23.0,11.0,14.0
Kaiba,https://www.crunchyroll.com/kaiba,https://img1.ak.crunchyroll.com/i/spire2/f2423a0362d8b51d6ffeee5a9805ba2d1557392387_full.jpg,0,12,60,5.0,0,0,0,0,12,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3701,8.17,"Adventure, Mystery, Romance, Sci-Fi",Kaiba,カイバ,TV,12,"Apr 11, 2008 to Jul 25, 2008",Spring 2008,"VAP, WOWOW",Discotek Media,Madhouse,Original,24 min. per ep.,R+ - Mild Nudity,339.0,1270,113817,2965,5599,39280,4101,2787,62050,6091.0,9308.0,9648.0,5390.0,2186.0,923.0,468.0,200.0,177.0,354.0
Hikaru no Go,https://www.crunchyroll.com/hikaru-no-go,https://img1.ak.crunchyroll.com/i/spire2/e4e58e88a92c518dd61803f148f5dd031576204334_full.jpg,0,12,58,4.83,0,0,0,2,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,135,8.11,"Comedy, Game, Shounen, Supernatural",Hikaru no Go,ヒカルの碁,TV,75,"Oct 10, 2001 to Mar 26, 2003",Fall 2001,"TV Tokyo, Dentsu, Dream Force",VIZ Media,Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,400.0,1287,111164,2186,5480,62705,6454,6700,29825,8488.0,12124.0,15895.0,10584.0,4099.0,1818.0,520.0,171.0,84.0,121.0
Nyanbo!,https://www.crunchyroll.com/nyanbo,https://img1.ak.crunchyroll.com/i/spire1/c0e4062c697750b7a32757413989f75b1474913023_full.jpg,26,12,49,4.08,0,1,1,6,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32805,6.35,Comedy,Nyanbo!,にゃんぼー!,TV,26,"Sep 27, 2016 to Mar 28, 2017",Fall 2016,Unknown,Unknown,Shirogumi,Manga,5 min. per ep.,PG - Children,6644.0,6164,5613,6,612,1954,434,1166,1447,99.0,87.0,235.0,502.0,498.0,364.0,122.0,62.0,52.0,48.0
Tantei Team KZ Jiken Note,https://www.crunchyroll.com/tantei-team-kz-jiken-note,https://img1.ak.crunchyroll.com/i/spire4/98528102f887e665b8b88892cf635ff01444172299_full.jpg,16,12,44,3.67,0,0,6,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31221,6.21,"Mystery, School",Unknown,探偵チームＫＺ（カッズ）事件ノート,TV,16,"Oct 7, 2015 to Jan 27, 2016",Fall 2015,Unknown,Unknown,Signal.MD,Novel,9 min. per ep.,PG - Children,7306.0,4417,12870,16,977,6204,629,1979,3081,158.0,218.0,596.0,1315.0,1436.0,997.0,427.0,204.0,105.0,62.0
Urawa no Usagi-chan,https://www.crunchyroll.com/urawa-no-usagi-chan,https://img1.ak.crunchyroll.com/i/spire4/e48952743146d7a28c427717decb57161428521407_full.jpg,12,12,31,2.58,4,2,2,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27927,5.39,"Slice of Life, Comedy, School",Unknown,浦和の調ちゃん,TV,12,"Apr 10, 2015 to Jun 26, 2015",Spring 2015,"Grooove, Glovision, Harappa",Unknown,A-Real,Original,3 min. per ep.,PG - Children,9956.0,4362,13406,5,760,6200,386,1378,4682,107.0,95.0,247.0,682.0,1220.0,1373.0,694.0,378.0,210.0,152.0
Gundam Build Fighters,https://www.crunchyroll.com/gundam-build-fighters,https://img1.ak.crunchyroll.com/i/spire2/47362ca7ea9b03c780103068bb30864b1490213743_full.jpg,50,11,54,4.91,0,0,0,1,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19319,7.79,"Action, Sci-Fi, Mecha",Gundam Build Fighters,ガンダムビルドファイターズ,TV,25,"Oct 7, 2013 to Mar 31, 2014",Fall 2013,"TV Tokyo, Sotsu",Nozomi Entertainment,Sunrise,Original,25 min. per ep.,G - All Ages,841.0,2022,59655,602,3475,38640,2078,2547,12915,3082.0,5661.0,9937.0,7346.0,2726.0,1197.0,412.0,177.0,91.0,100.0
Oda Cinnamon Nobunaga,https://www.crunchyroll.com/oda-cinnamon-nobunaga,https://img1.ak.crunchyroll.com/i/spire3/55ba27bee6e6e81cc5165c7f99a5858e1578587860_full.jpg,11,11,51,4.64,0,0,2,0,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40136,6.55,"Slice of Life, Comedy, Historical, Seinen",Oda Cinnamon Nobunaga,織田シナモン信長,TV,12,"Jan 11, 2020 to Mar 28, 2020",Winter 2020,"TV Tokyo, Dentsu, Shochiku, Avex Pictures, Amuse, Sammy, North Stars Pictures, Mixer",Unknown,Studio Signpost,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5634.0,4178,14879,34,1913,5000,647,2583,4736,231.0,233.0,712.0,1393.0,1270.0,800.0,382.0,176.0,109.0,69.0
Mobile Fighter G Gundam,https://www.crunchyroll.com/mobile-fighter-g-gundam,https://img1.ak.crunchyroll.com/i/spire4/9603d1d63886a4446e86860e0a304b271489008660_full.jpg,49,11,49,4.45,0,0,2,2,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,7.56,"Adventure, Comedy, Drama, Martial Arts, Mecha, Romance, Sci-Fi, Space, Sports",Mobile Fighter G Gundam,機動武闘伝Gガンダム,TV,49,"Apr 1, 1994 to Mar 31, 1995",Spring 1994,"TV Asahi, Sotsu",Bandai Entertainment,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,1396.0,2109,55463,896,2499,38653,2505,1607,10199,3208.0,4873.0,8426.0,8118.0,3463.0,1607.0,696.0,279.0,129.0,104.0
Starmyu,https://www.crunchyroll.com/starmyu,https://img1.ak.crunchyroll.com/i/spire3/dd98d8806b2de8ec89f75f21f65863ed1491256671_full.jpg,24,11,48,4.36,1,0,0,3,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30375,6.93,"Music, School, Slice of Life",Starmyu,高校星歌劇［スタミュ］,TV,12,"Oct 6, 2015 to Dec 22, 2015",Fall 2015,NBCUniversal Entertainment Japan,Funimation,C-Station,Original,24 min. per ep.,PG-13 - Teens 13 or older,3889.0,2594,38719,270,2512,18854,1365,2802,13186,1165.0,1323.0,2602.0,4009.0,2588.0,1605.0,666.0,331.0,177.0,167.0
Robot Girls Z,https://www.crunchyroll.com/robot-girls-z,https://img1.ak.crunchyroll.com/i/spire3/337c0c4ddbc360b2dd4edc3b826189af1432160529_full.jpg,9,11,46,4.18,1,0,2,1,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19799,6.46,"Comedy, Mecha, Parody",Robot Girls Z,ロボットガールズＺ,Special,3,"Jan 4, 2014 to Mar 2, 2014",Unknown,"Nippon Columbia, LandQ studios",Unknown,Toei Animation,Original,27 min. per ep.,PG-13 - Teens 13 or older,6112.0,3771,18560,18,968,8719,466,745,7662,285.0,417.0,1036.0,1885.0,1563.0,869.0,419.0,186.0,110.0,82.0
ClassicaLoid,https://www.crunchyroll.com/classicaloid,https://img1.ak.crunchyroll.com/i/spire4/c269554bf4323fe75285e795c57e060a1475826088_full.jpg,25,11,43,3.91,1,1,2,1,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31157,6.41,"Comedy, Music",ClassicaLoid,クラシカロイド,TV,25,"Oct 8, 2016 to Apr 1, 2017",Fall 2016,"NHK, Bandai Namco Pictures",Sentai Filmworks,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,6373.0,3449,22482,76,1924,4836,1491,5290,8941,285.0,342.0,692.0,1178.0,1185.0,1003.0,673.0,352.0,243.0,154.0
PES: Peace Eco Smile,https://www.crunchyroll.com/pes-peace-eco-smile,https://img1.ak.crunchyroll.com/i/spire2/b042f50ea0f0fc79ba8595a2bff6137b1341252556_full.jpg,0,11,33,3.0,3,2,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13427,5.65,"Slice of Life, Cars, Space",PES:Peace Eco Smiles,PES:Peace Eco Smile,ONA,7,"May 25, 2012 to Aug 17, 2012",Unknown,Unknown,Unknown,Studio 4°C,Original,3 min. per ep.,G - All Ages,9301.0,7666,3200,0,124,2023,80,160,813,37.0,28.0,105.0,279.0,445.0,398.0,151.0,101.0,57.0,24.0
Wonder Momo,https://www.crunchyroll.com/wonder-momo,https://img1.ak.crunchyroll.com/i/spire3/afc892b4d9467953e5ed6318342908eb1391496006_full.jpg,5,11,25,2.27,3,4,3,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22377,3.6,"Action, Game, Martial Arts, School",Unknown,ワンダーモモ,ONA,5,"Feb 6, 2014 to Mar 6, 2014",Unknown,Bandai Namco Games,Unknown,Graphinica,Game,7 min. per ep.,PG-13 - Teens 13 or older,11031.0,6255,5477,5,223,3178,127,587,1362,51.0,13.0,40.0,128.0,248.0,382.0,469.0,483.0,542.0,546.0
Full Metal Panic? Fumoffu,https://www.crunchyroll.com/full-metal-panic-fumoffu,https://img1.ak.crunchyroll.com/i/spire2/6767d172823d0b2508feef97da066f561508463937_full.jpg,0,10,46,4.6,0,0,1,2,7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72,8.07,"Action, Comedy, School",Full Metal Panic? Fumoffu,フルメタル・パニック? ふもっふ,TV,12,"Aug 26, 2003 to Oct 18, 2003",Summer 2003,"Tatsunoko Production, Kadokawa Shoten, Fuji TV, Imagica, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, Happinet Pictures, Animation Do","ADV Films, Funimation",Kyoto Animation,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,452.0,571,254465,2988,5383,204041,4435,3533,37073,24023.0,37507.0,45884.0,30305.0,11085.0,4417.0,1332.0,442.0,194.0,164.0
Shamanic Princess,https://www.crunchyroll.com/shamanic-princess,https://img1.ak.crunchyroll.com/i/spire3/8f08b696dab5067e71ef1e3948fb58631382124974_full.jpg,0,9,33,3.67,0,2,2,2,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182,6.64,"Action, Fantasy, Magic, Romance",Unknown,シャーマニックプリンセス,OVA,6,"Jun 25, 1996 to Jun 25, 1998",Unknown,"Bandai Visual, animate Film, Movic","Media Blasters, Central Park Media",Triangle Staff,Original,30 min. per ep.,PG-13 - Teens 13 or older,5207.0,4907,9978,49,341,5094,327,382,3834,220.0,311.0,671.0,946.0,852.0,538.0,277.0,74.0,38.0,27.0
Gakuen Alice,https://www.crunchyroll.com/gakuen-alice,https://img1.ak.crunchyroll.com/i/spire3/6930616e551edeb6b2e5ed84f393ec401487113107_full.jpg,0,8,40,5.0,0,0,0,0,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74,7.65,"Comedy, School, Shoujo, Super Power",Gakuen Alice,学園アリス,TV,26,"Oct 30, 2004 to May 14, 2005",Fall 2004,"Aniplex, Sogo Vision",Nozomi Entertainment,Group TAC,Manga,25 min. per ep.,G - All Ages,1158.0,1640,81446,1613,2495,57369,2843,2916,15823,5560.0,7151.0,11074.0,11158.0,5331.0,2357.0,618.0,214.0,115.0,104.0
Angel Heart,https://www.crunchyroll.com/angel-heart,https://img1.ak.crunchyroll.com/i/spire1/f651debb0f7a41f394a0ca9efebf88581444430837_full.jpg,0,8,39,4.88,0,0,0,1,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282,7.3,"Action, Mystery, Drama, Romance, Seinen",Unknown,エンジェル・ハート,TV,50,"Oct 4, 2005 to Sep 26, 2006",Fall 2005,Aniplex,Unknown,TMS Entertainment,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2317.0,4203,14584,72,976,5102,1084,1173,6249,402.0,569.0,1134.0,1318.0,727.0,402.0,143.0,68.0,26.0,30.0
Mazinkaiser SKL,https://www.crunchyroll.com/mazinkaiser-skl,https://img1.ak.crunchyroll.com/i/spire4/441cfcd0c990451baee2584c60ee8b7b1363643590_full.jpg,0,8,33,4.12,0,1,1,2,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8666,7.06,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",Unknown,マジンカイザー SKL,OVA,3,"Nov 27, 2010 to Apr 7, 2011",Unknown,"Showgate, Dynamic Planning",Media Blasters,Actas,Unknown,27 min. per ep.,R - 17+ (violence & profanity),3398.0,4906,9993,39,305,6124,188,203,3173,320.0,526.0,1117.0,1396.0,817.0,416.0,160.0,64.0,19.0,30.0
Shining Tears X Wind,https://www.crunchyroll.com/shining-tears-x-wind,https://img1.ak.crunchyroll.com/i/spire1/54f698d9000be859b99a321a2a2452311499978792_full.jpg,0,8,21,2.62,2,2,2,1,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031,6.52,"Action, Adventure, Fantasy, Magic",Shining Tears X Wind,シャイニング・ティアーズ・クロス・ウィンド,TV,13,"Apr 7, 2007 to Jun 30, 2007",Spring 2007,Sega,Discotek Media,Studio Deen,Game,24 min. per ep.,PG-13 - Teens 13 or older,5776.0,2928,30910,74,1446,14829,1214,1983,11438,615.0,887.0,1779.0,3021.0,2309.0,1538.0,828.0,414.0,280.0,166.0
Gakuen Heaven,https://www.crunchyroll.com/gakuen-heaven,https://img1.ak.crunchyroll.com/i/spire3/99cbdb6862df3d98351d43cb6afdf7201470133128_full.jpg,0,7,34,4.86,0,0,0,1,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,850,6.55,"Harem, Comedy, Drama, Romance, School, Shounen Ai",Gakuen Heaven,学園ヘヴン,TV,13,"Apr 1, 2006 to Jun 24, 2006",Spring 2006,"Geneon Universal Entertainment, Visual Art's",Media Blasters,Tokyo Kids,Visual novel,26 min. per ep.,PG-13 - Teens 13 or older,5618.0,2127,55034,203,2363,35192,2072,3557,11850,1444.0,2157.0,4010.0,6527.0,5769.0,3874.0,1841.0,774.0,450.0,269.0
Marmalade Boy,https://www.crunchyroll.com/marmalade-boy,https://img1.ak.crunchyroll.com/i/spire2/b062a3850315a43ae2eb1389541acb761581484715_full.jpg,76,7,34,4.86,0,0,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,7.49,"Comedy, Drama, Romance, Shoujo",Marmalade Boy,ママレード・ボーイ,TV,76,"Mar 13, 1994 to Sep 3, 1995",Spring 1994,Asahi Broadcasting,"Discotek Media, Tokyopop",Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1621.0,2474,42135,578,2957,20651,2972,3067,12488,2237.0,2484.0,3997.0,4496.0,2396.0,1227.0,463.0,192.0,97.0,96.0
