Names,anime_url,anime_img,episodes,votes_x,weight,rate,rate_1,rate_2,rate_3,rate_4,rate_5,genre_action,genre_adventure,genre_comedy,genre_drama,genre_family,genre_fantasy,genre_food,genre_harem,genre_historical,genre_horror,genre_idols,genre_isekai,genre_jdrama,genre_magical girls,genre_martial arts,genre_mecha,genre_music,genre_mystery,genre_post-apocalyptic,genre_romance,genre_sci-fi,genre_seinen,genre_sgdrama,genre_shojo,genre_shonen,genre_slice of life,genre_sports,genre_supernatural,genre_thriller,MAL_ID,Score,Genre,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,mediaType,eps,duration,ongoing,startYr,finishYr,sznOfRelease,description,studios,tags,contentWarn,watched,watching,wantWatch,dropped,rating,votes_y
Beelzebub,https://www.crunchyroll.com/beelzebub,https://img1.ak.crunchyroll.com/i/spire3/be709d61c2952bd6f73cbcf949b8e8931293503784_full.jpg,0,2928,14027,4.79,11,18,80,355,2464,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9513,7.91,"Action, Comedy, Demons, Supernatural, School, Shounen",Beelzebub,べるぜバブ,TV,60,"Jan 9, 2011 to Mar 25, 2012",Winter 2011,"Studio Pierrot, Dentsu, Yomiuri Telecasting, Shueisha",Discotek Media,Pierrot Plus,Manga,24 min. per ep.,PG-13 - Teens 13 or older,663.0,280,462977,4948,41167,252852,33184,34022,101752,27478.0,43885.0,67638.0,50833.0,19901.0,8633.0,3233.0,1270.0,650.0,516.0,TV,60.0,,False,2011.0,2012.0,Winter,"Ishiyama High is home to a whole host of delinquents, including Oga, a legendary badass who's downright devilish. One day Oga finds a man floating down a river, after which the man splits open to reveal a baby inside – but it’s no ordinary baby! The cute tot is actually Beelzebub, the future king of the demons! And as Oga is as mean as they come, Beelzebub latches on to its newfound 'father', much to the other demons' dismay. Now, in addition to battling rival gangs and becoming the strongest delinquent around, Oga must buy diapers, comfort and carry around an annoying baby who's more of a devil than he is!",['St. Signpost'],"['Action', 'Comedy', 'Shounen', 'Childcare', 'Delinquents', 'Demons', 'Master-Servant Relationship', 'Overpowered Main Characters', 'Single Parent', 'Superpowers', 'Based on a Manga']",[],20585.0,6467,8949,3451,4.134,20133.0
Nogizaka Haruka no Himitsu,https://www.crunchyroll.com/nogizaka-haruka-no-himitsu,https://img1.ak.crunchyroll.com/i/spire3/c50f5b571000791ccac45e802c28f5471281738341_full.jpg,0,2504,12133,4.85,24,7,39,192,2242,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3467,7.24,"Comedy, Romance",Haruka Nogizaka's Secret,乃木坂春香の秘密,TV,12,"Jul 3, 2008 to Sep 25, 2008",Summer 2008,"Geneon Universal Entertainment, ASCII Media Works, Studio Mausu",Discotek Media,Diomedéa,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,2612.0,1234,117124,436,4195,79160,2760,3690,27319,4418.0,7353.0,14806.0,17432.0,9238.0,4631.0,1709.0,720.0,358.0,213.0,TV,12.0,,False,2008.0,2008.0,Summer,"Yuuto Ayase is not interested in girls - if his two housemates are anything to go by, girls are loud, brazen slobs that are best left alone. However, when Yuuto accidentally discovers an important secret of his school’s most popular female, Haruka Nogizaka, the two become bound in a budding friendship. All too soon, Yuuto discovers that, despite her flawless appearance, Haruka is clumsy, naive, and a closet otaku... and he just might be falling for her.",['diomedea'],"['Comedy', 'Ecchi', 'Romance', 'Otaku Culture', 'School Life', 'Based on a Light Novel']",[],13954.0,710,5414,644,3.868,10151.0
Saki,https://www.crunchyroll.com/saki,https://img1.ak.crunchyroll.com/i/spire4/d9f5e51c6ce7a1c3c36cd0728596d2dc1389320768_full.jpg,38,2367,11134,4.7,29,19,80,368,1871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5671,7.48,"Game, School, Slice of Life",Unknown,咲-Saki-,TV,25,"Apr 6, 2009 to Sep 28, 2009",Spring 2009,"TV Tokyo, Square Enix, Sotsu, Lantis, Pony Canyon, KlockWorx, TV Tokyo Music, Kiyosumi High School Mahjong Club, Sotsu Music Publishing",Unknown,"Gonzo, Picture Magic",Manga,24 min. per ep.,PG-13 - Teens 13 or older,1649.0,1671,79667,818,4471,40215,3518,4616,26847,2631.0,5001.0,9139.0,9157.0,4417.0,2009.0,805.0,287.0,142.0,107.0,TV,25.0,,False,2009.0,2009.0,Spring,"Winning a game of Mahjong is hard; getting the same score every time is practically impossible. So imagine the surprise of the school Mahjong club when Saki Miyanaga walks in and does just that. Despite her dislike for the game, her talent is obvious and it's up to the club members - the top-heavy Nodoka, the energetic Yuuki, the cunning Mako and the permanently in control club president Hisa - to persuade her to join the club and help them reach the Nationals. But even then, will their combined skills be enough to overturn some of the toughest high school players the country has to offer?","['Picture Magic', 'GONZO']","['Comedy', 'Ecchi', 'Seinen', 'Board Games', 'Mahjong', 'School Club', 'School Life', 'Tournaments', 'Based on a Manga']",[],5818.0,865,3655,780,3.772,4725.0
Slam Dunk,https://www.crunchyroll.com/slam-dunk,https://img1.ak.crunchyroll.com/i/spire4/f26a43ba646fa169a232726fe578d0cd1279145968_full.jpg,0,2351,11039,4.7,96,14,73,144,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,170,8.53,"Comedy, Drama, School, Shounen, Sports",Slam Dunk,スラムダンク,TV,101,"Oct 16, 1993 to Mar 23, 1996",Fall 1993,"TV Asahi, Animax","Flatiron Film Company, Geneon Entertainment USA",Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,92.0,728,201203,5471,15530,108713,12179,7862,56919,24041.0,26797.0,25578.0,12645.0,4036.0,1603.0,493.0,215.0,125.0,443.0,TV,101.0,,False,1993.0,1996.0,,"Sakuragi has hit an all-time low. During his last year of junior high school, fifty different girls rejected him, the last one choosing a basketball player instead. Thus it’s no surprise that in high school, Sakuragi beats up anyone who dares utter the name of the sport. However, it’s not long until he meets Haruko, a beautiful basketball enthusiast, and is determined to make her fall in love with him – even signing up for the school team to accomplish his goal. However, winning Haruko’s heart won’t be easy, as her brother is the strict and protective captain of the basketball team and Haruko’s eyes are focused on Sakuragi’s rival, the talented Rukawa. Can Sakuragi give up his delinquent ways to help get the team to Nationals, or will his temper get him kicked out before he can learn to dribble the ball?",['Toei Animation'],"['Action', 'Comedy', 'Drama', 'Shounen', 'Sports', 'Basketball', 'Delinquents', 'School Club', 'School Life', 'Tournaments', 'Weak to Strong', 'Based on a Manga']","['Bullying', 'Mature Themes', 'Physical Abuse']",8718.0,1004,3689,805,4.269,6858.0
Hunter x Hunter,https://www.crunchyroll.com/hunter-x-hunter,https://img1.ak.crunchyroll.com/i/spire3/cbb55a6382682bf71e91f685c6473c5a1487736090_full.jpg,148,2244,10873,4.85,21,13,51,122,2037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,8.42,"Action, Adventure, Super Power, Fantasy, Shounen",Hunter x Hunter,HUNTER×HUNTER（ハンター×ハンター）,TV,62,"Oct 16, 1999 to Mar 31, 2001",Fall 1999,Fuji TV,VIZ Media,Nippon Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,143.0,319,416227,9525,28061,260968,15535,15100,96563,47419.0,54430.0,58285.0,30731.0,9392.0,3638.0,1134.0,429.0,258.0,756.0,TV,62.0,,False,1999.0,2001.0,Fall,"Drawn to the mystique of the unknown, Hunters travel the world in search of terrifying creatures, incredible riches, and unexplored lands. Gon Freecss is a naive-yet-determined young boy who aspires to join the ranks of these individuals, in order to find his missing father Ging - a master of the profession himself. To reach his goal, he partakes in the formidable Hunter Exam, a series of tests that push the participants to their physical and mental limits, with a Hunter License as the prize. During the exam Gon befriends vengeful Kurapika, doctor-to-be Leorio, and skilled assassin Killua, who have entered for their own reasons. But with the sinister Hisoka standing in their way, will Gon and his friends be able to succeed in obtaining their reward, or even escaping with their lives?",['Nippon Animation'],"['Action', 'Adventure', 'Fantasy', 'Shounen', 'Martial Arts', 'Superpowers', 'Based on a Manga']",['Violence'],30861.0,2563,10874,1848,4.369,22248.0
11eyes,https://www.crunchyroll.com/11eyes,https://img1.ak.crunchyroll.com/i/spire2/1b95d5f8110840d5b1ab4c93a669d1641423696225_full.jpg,0,2137,9790,4.58,43,42,111,375,1566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6682,6.16,"Action, Ecchi, Super Power, Supernatural",11eyes,11eyes イレブンアイズ,TV,12,"Oct 7, 2009 to Dec 23, 2009",Fall 2009,"Marvelous, Pony Canyon, feng",Sentai Filmworks,Doga Kobo,Visual novel,25 min. per ep.,R - 17+ (violence & profanity),7510.0,710,207294,503,7301,146869,5348,11106,36670,4198.0,6651.0,14450.0,26236.0,24425.0,16410.0,10009.0,4937.0,3123.0,2261.0,TV,12.0,,False,2009.0,2009.0,Fall,"Seven years ago, Kakeru’s sister killed herself, leaving him alone. Now a teenager, Kakeru lives a quiet life with his friend Yuka and other classmates – but things change forever when he and Yuka are mysteriously transported to a frightening parallel world filled with monsters and a deep crimson sky. Though they manage to escape, Kakeru soon discovers that they aren’t alone; several other students at school also travel to the other dimension, and armed with powerful weapons they battle against its dark inhabitants. Why must they fight, and what is their purpose in the Red Night?",['Doga Kobo'],"['Action', 'Ecchi', 'Fantasy', 'Seinen', 'Superpowers', 'Based on an Eroge', 'Based on a Visual Novel']",['Sexual Content'],20706.0,1418,6551,1633,2.911,15571.0
Black Clover,https://www.crunchyroll.com/black-clover,https://img1.ak.crunchyroll.com/i/spire2/1a39d39cbe3346cce5e44577cbb895041579741401_full.jpg,127,1941,7446,3.84,288,173,147,294,1039,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34572,7.38,"Action, Comedy, Magic, Fantasy, Shounen",Black Clover,ブラッククローバー,TV,170,"Oct 3, 2017 to Mar 30, 2021",Fall 2017,"TV Tokyo, Avex Pictures, Shueisha","Funimation, Crunchyroll",Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1968.0,97,860404,19941,530324,103,79487,89594,160896,49818.0,60359.0,93327.0,82229.0,36725.0,20784.0,12705.0,6803.0,4213.0,4679.0,TV,132.0,,True,2017.0,,Fall,"In a world where magic is everything, Asta and Yuno are both found abandoned at a church on the same day. While Yuno is gifted with exceptional magical powers, Asta is the only one in this world without any. At the age of fifteen, both receive grimoires, magic books that amplify their holder’s magic. Asta’s is a rare Grimoire of Anti-Magic that negates and repels his opponent’s spells. Being opposite but good rivals, Yuno and Asta are ready for the hardest of challenges to achieve their common dream: to be the Wizard King. Giving up is never an option!",['Studio Pierrot'],"['Action', 'Adventure', 'Fantasy', 'Shounen', 'Childhood Promise', 'Guilds', 'Magic', 'Based on a Manga']",[],,32313,12295,3424,4.031,17866.0
H2O: Footprints in the Sand,https://www.crunchyroll.com/h2o-footprints-in-the-sand,https://img1.ak.crunchyroll.com/i/spire2/43e53321a8781400c87245a397894b021289442503_full.jpg,0,1889,9017,4.77,27,15,49,177,1621,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3299,7.06,"Harem, Romance, School",H2O:Footprints in the Sand,H2O ~FOOTPRINTS IN THE SAND~,TV,12,"Jan 4, 2008 to Mar 21, 2008",Winter 2008,"NTT Docomo, Studio Jack",Kadokawa Pictures USA,Zexcs,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,3397.0,1572,85935,421,2774,55824,2468,3947,20922,3686.0,5448.0,9023.0,11294.0,6913.0,3918.0,2001.0,896.0,514.0,386.0,TV,12.0,,False,2008.0,2008.0,Winter,"After a series of unfortunate events, the young Hirose Takuma was rendered blind. In an attempt to reverse his condition Hirose moves in with his uncle in a rural village, and upon his arrival he quickly begins to make new friends. However, Hirose soon discovers that one of his classmates, Hayami Kohinata, is being harshly bullied by her peers for reasons that neither she nor anyone else wants to explain. Even the seemingly honest and gentle Hinata Kagura, who had been doing her best to be friendly and helpful to Hirose since his arrival, acts harshly towards Hayami. Once a mysterious girl bequeaths Hirose with a life-changing gift, he takes it upon himself to help save Kohinata from her loneliness while working to uncover the truth of the situation.",['Zexcs'],"['Drama', 'Romance', 'Slice of Life', 'Countryside', 'Disability', 'Psychological', 'School Life', 'Based on an Eroge', 'Based on a Visual Novel']","['Bullying', 'Mature Themes', 'Nudity', 'Physical Abuse']",10215.0,583,4376,817,3.598,7453.0
Another,https://www.crunchyroll.com/another,https://img1.ak.crunchyroll.com/i/spire1/6a63d28dc4193210a69c83f1fca67bf21325886769_full.jpg,12,1859,8750,4.71,21,16,64,285,1473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11111,7.55,"Mystery, Horror, Supernatural, Thriller, School",Another,アナザー,TV,12,"Jan 10, 2012 to Mar 27, 2012",Winter 2012,"Lantis, Kadokawa Shoten, Toho, KlockWorx, Bandai Namco Live Creative, NTT Docomo",Sentai Filmworks,P.A. Works,Light novel,24 min. per ep.,R - 17+ (violence & profanity),1411.0,45,1219780,15629,40503,925862,23357,29426,200632,78086.0,127269.0,201228.0,178654.0,83228.0,37792.0,18429.0,8275.0,4057.0,2625.0,TV,12.0,,False,2012.0,2012.0,Winter,"26 years ago, something terrible happened in a middle school’s third year classroom. A popular, talented student named Misaki suddenly died, and the ramifications of that incident have caused each third year class since then to live in fear. It is now 1998, and Kouichi Sakakibara has just transferred into the notorious classroom, curious about the mysterious secret that his peers are hiding from him. He’s drawn to one enigmatic girl named Mei Misaki, a quiet student who wears an eye patch and warns him about getting involved with her, and continues to seek her out against the pleas of his classmates. And that’s when people begin to violently die...",['P.A. Works'],"['Horror', 'Mystery', 'Countryside', 'Curse', 'Psychological', 'School Life', 'Supernatural', 'Transfer Students', 'Based on a Light Novel']","['Mature Themes', 'Physical Abuse', 'Suicide', 'Violence']",58106.0,3342,16138,1908,4.155,45187.0
Asura Cryin',https://www.crunchyroll.com/asura-cryin,https://img1.ak.crunchyroll.com/i/spire3/80d9bd5768c9ab994feabf7f592fc29d1273791851_full.jpg,0,1406,6652,4.73,10,14,53,190,1139,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5342,6.95,"Action, Supernatural, Mecha",Unknown,アスラクライン,TV,13,"Apr 2, 2009 to Jun 25, 2009",Spring 2009,"TV Tokyo, Starchild Records, Raku High Student Council",Unknown,Seven Arcs,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,3807.0,1520,90386,195,4014,57053,3626,5498,20195,2312.0,4199.0,9183.0,13027.0,7668.0,4216.0,1870.0,783.0,341.0,265.0,TV,13.0,,False,2009.0,2009.0,Spring,"Three years after an accident that nearly left him for dead, Tomoharu Natsume is about to start his high school life. Though with a ghost named Misao following him around, Tomoharu is far from being an average teenager. One day a strange woman appears and gives him a trunk that contains a tremendous power. This power is known as an Asura Machina - a being that draws its strength from a human sacrifice - and the sacrifice within Tomoharu's Asura is none other than Misao. As the bearer of such a power, Tomoharu immediately becomes the target of various groups, including the Divine Guards, who want his power for their own. When Tomoharu befriends a demon called Kanade and she is captured by the Divine Guards, he joins the Dark Society in order to save her. Now, Tomoharu will have to fight alongside the Dark Society while he tries to find a way to save Misao and bring her back to life.",['Seven Arcs'],"['Action', 'Mecha', 'Ghosts', 'Supernatural', 'Based on a Light Novel']",[],11479.0,1078,4581,1059,3.52,8446.0
One Piece,https://www.crunchyroll.com/one-piece,https://img1.ak.crunchyroll.com/i/spire4/8056a82e973dde98ebb82abd39dc69731564519729_full.jpg,1135,1142,5364,4.7,42,15,35,63,987,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21,8.52,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",One Piece,ONE PIECE,TV,973,"Oct 20, 1999 to ?",Fall 1999,"Fuji TV, TAP, Shueisha","Funimation, 4Kids Entertainment",Toei Animation,Manga,24 min.,PG-13 - Teens 13 or older,95.0,31,1352724,126645,887333,33,187919,136245,141194,292445.0,166186.0,141755.0,85424.0,35342.0,19019.0,8201.0,3675.0,2616.0,6340.0,TV,929.0,,True,1999.0,,Fall,"Long ago the infamous Gol D. Roger was the strongest and most powerful pirate on the seas. As he was about to be executed he revealed that he hid all of his wealth, including the legendary treasure known as One Piece, on an island at the end of the Grand Line - a treacherous and truly unpredictable sea. Monkey D. Luffy is a spirited, energetic and somewhat dim-witted young man with a very big dream: to find One Piece and become the Pirate King! However Luffy is no ordinary boy, as when he was younger he ate one of the Devil's Fruits and gained its power to become a Rubber Man. Now in this grand age of pirates Luffy sets out to gather a crew and sail to the most dangerous sea in the world so that he can fulfill his dream... and maybe even his appetite!",['Toei Animation'],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Pirates', 'Superpowers', 'Based on a Manga']",[],,74537,16987,12445,4.402,59737.0
Fate/Zero,https://www.crunchyroll.com/fatezero,https://img1.ak.crunchyroll.com/i/spire3/2ee05df6e44530437069955b71f09daf1317839234_full.jpg,25,1097,5254,4.79,12,8,25,109,943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10087,8.34,"Action, Supernatural, Magic, Fantasy",Fate/Zero,フェイト/ゼロ,TV,13,"Oct 2, 2011 to Dec 25, 2011",Fall 2011,"Aniplex, Nitroplus, Seikaisha, Notes",Aniplex of America,ufotable,Light novel,28 min. per ep.,R - 17+ (violence & profanity),192.0,59,1090273,30267,47817,773576,24194,16509,228177,112939.0,185628.0,188400.0,90942.0,27585.0,10434.0,3881.0,1401.0,737.0,1340.0,TV,13.0,,False,2011.0,2011.0,Fall,"Ten years before Shirou Emiya's and Saber's fateful meeting, Japan is the stage for the fourth Holy Grail War. Seven Masters, each with his own dreams, step forward to win the boon of the mystic relic. Into this fray comes Kiritsugu Emiya, the enigmatic ""Mage Killer"" who wants to use the Grail to make a better world. Can he, paired with the indomitable Saber win the War? Or will he fall to the ambitions of the other mages?",['ufotable'],"['Action', 'Fantasy', 'Contemporary Fantasy', 'Magic', 'Proxy Battles', 'Rivalries', 'Superpowers', 'Urban Fantasy', 'Based on a Light Novel']",['Violence'],43309.0,3145,16982,1215,4.435,33110.0
Chihayafuru,https://www.crunchyroll.com/chihayafuru,https://img1.ak.crunchyroll.com/i/spire1/3711c8d7170680a6f6fa3503b2ca7da31572467477_full.jpg,74,1054,5090,4.83,9,4,21,90,930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800,8.23,"Drama, Game, Josei, School, Slice of Life, Sports",Chihayafuru,ちはやふる,TV,25,"Oct 5, 2011 to Mar 28, 2012",Fall 2011,"VAP, Nippon Television Network",Sentai Filmworks,Madhouse,Manga,22 min. per ep.,PG-13 - Teens 13 or older,275.0,389,348658,6927,21814,170333,16589,12964,126958,21387.0,39804.0,46808.0,23688.0,7841.0,3334.0,1031.0,451.0,207.0,247.0,TV,25.0,,False,2011.0,2012.0,Fall,"Chihaya Ayase is a famous beauty at her school, but she’s far from a conventional girl. Three years ago in her final year of elementary school, Chihaya and her friend Taichi became infatuated with the card game, Karuta, after connecting with a lonely boy named Arata Wataya. But when the trio graduated from elementary school, they each went their separate ways but shared one common goal: to excel in the game and meet each other at the national championships. Now, Chihaya is attempting to share her passion for the game by creating a competitive Karuta club at school, but when she reunites with Taichi it seems that maybe she’s the only one with the intention of fulfilling their childhood promise...",['MADHOUSE'],"['Drama', 'Josei', 'Romance', 'Sports', 'Childhood Promise', 'Love Triangle', 'School Club', 'School Life', 'Tournaments', 'Based on a Manga']",[],14123.0,2040,9220,1205,4.337,11789.0
Air Master,https://www.crunchyroll.com/air-master,https://img1.ak.crunchyroll.com/i/spire3/d2f7dc87bc7ff25c034396460d55cfab1273790662_full.jpg,0,973,4382,4.5,42,9,70,148,704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,7.02,"Action, Comedy, Martial Arts, Seinen",Air Master,エアマスター,TV,27,"Apr 2, 2003 to Oct 1, 2003",Spring 2003,"VAP, Nippon Television Network",Geneon Entertainment USA,Toei Animation,Manga,24 min. per ep.,R - 17+ (violence & profanity),3550.0,2829,32762,155,1618,17231,1617,3016,9280,908.0,1397.0,2770.0,3882.0,2431.0,1473.0,759.0,328.0,239.0,185.0,TV,27.0,,False,2003.0,2004.0,Spring,"Aikawa Maki, a high school student (with a reputation of being an exceptional street fighter), is known on the streets as Air Master. Standing at seven feet tall, she has the ability to seemingly fly through the air. Trying to attain the highest level of excitement and tension, she searches for stronger opponents. Will she find them or will they find her first, as they fight it out in the aerial arena?",['Toei Animation'],"['Action', 'Ecchi', 'Shounen', 'Panty Shots', 'Based on a Manga']",[],5824.0,423,2454,998,3.137,4229.0
Hyakko,https://www.crunchyroll.com/hyakko,https://img1.ak.crunchyroll.com/i/spire2/76f3cb6b81dccd992916ea149220dfb41450743734_full.jpg,0,956,4491,4.7,22,9,25,124,776,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4550,7.26,"Comedy, School, Slice of Life",Unknown,ヒャッコ,TV,13,"Oct 2, 2008 to Dec 25, 2008",Fall 2008,Flex Comix,Nozomi Entertainment,Nippon Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2525.0,2524,40506,116,1653,22740,1785,2550,11778,930.0,2281.0,4916.0,5634.0,2821.0,1424.0,483.0,217.0,93.0,80.0,TV,13.0,,False,2008.0,2008.0,Fall,"Kamizono Academy is so spacious that transfer student Ayumi Nonomura and long time resident Tatsuki Iizuka find themselves lost together in the corridors. With the addition of fiery Torako Kageyama and quirky, somber Suzume Saotome, the four quickly become friends and comrades in arms against boredom. Whether it's being a last minute Morals Officer with bisexual Nene or constructing robots with Kageyama, there's plenty of fun to go around at Kamizono Academy!",['Nippon Animation'],"['Comedy', 'Shounen', 'Slice of Life', 'School Life', 'Based on a Manga']",[],4531.0,420,2638,506,3.694,3575.0
Kanamemo,https://www.crunchyroll.com/kanamemo,https://img1.ak.crunchyroll.com/i/spire1/cccfaba0a20473634e3056e44966b4a21505349456_full.jpg,0,855,3970,4.64,19,5,35,144,652,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5914,6.89,"Comedy, Ecchi, Shoujo Ai, Slice of Life",Unknown,かなめも,TV,13,"Jul 6, 2009 to Sep 28, 2009",Summer 2009,"Starchild Records, TV Tokyo Music, Houbunsha",Maiden Japan,feel.,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,4075.0,2790,33761,74,1786,16428,1341,2023,12183,682.0,1080.0,2695.0,4251.0,2598.0,1463.0,553.0,202.0,115.0,93.0,TV,13.0,,False,2009.0,2009.0,Summer,"After her grandmother dies, thirteen year-old Kana Nakamachi runs away from home convinced her absent parents will sell her. She tries to find a job, but with nowhere willing to hire a girl of her age without parental consent, she is back at square one. Then, to make matters worse, a young girl called Yume crashes her bicycle into Kana and knocks her unconscious! Following this chance encounter, Kana learns of a job vacancy at the newspaper company that Yume works for and quickly applies. Now Kana has secured herself a live-in job delivering newspapers along with her new co-workers: lively Yume; quiet Yuki; drunken and perverted Haruka; money-hungry Hinata; and grade school deputy manager, Saki. From memorizing her paper route to learning how to ride a bicycle to fixing her terrifying smile, Kana’s new life has only just begun.",['feel.'],"['Comedy', 'GL', 'Seinen', 'Shoujo-ai', 'Slice of Life', 'Coming of Age', 'Lifestyle Change', 'Based on a 4-Koma Manga', 'Based on a Manga']",[],2841.0,363,2445,324,3.279,2343.0
